,Event.Id,Investigation.Type,Event.Date,Location,Injury.Severity,Aircraft.damage,Make,Number.of.Engines,Engine.Type,Purpose.of.flight,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition,Broad.phase.of.flight,Report.Status,Num.Passenger,Total.Injured,Percent.Serious.and.Fatal,Percent.Uninjured,Make.Model
84499,20190715X04337,Accident,2019-07-14,"Elkhart, IN",Non-Fatal,Substantial,cessna,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,,,3.0,0.0,0.0,100.0,cessna177
84500,20190715X05519,Accident,2019-07-14,"Osceola, WI",Non-Fatal,Substantial,piper,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,,,1.0,0.0,0.0,100.0,piperPA18
84505,20190715X33753,Accident,2019-07-15,"San Diego, CA",Non-Fatal,Substantial,piper,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,,"The pilot's failure to maintain directional control during landing, which resulted a ground loop.",1.0,0.0,0.0,100.0,piperJ3C
84510,20190720X74743,Accident,2019-07-15,"Hurricane, UT",Non-Fatal,Substantial,cessna,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,,,,2.0,0.0,0.0,100.0,cessnaT210
84512,20190807X92142,Accident,2019-07-15,"Bison, SD",Non-Fatal,Substantial,cessna,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,,"The pilot's improper landing flare, which resulted in a hard landing and subsequent ground loop.  

",1.0,0.0,0.0,100.0,cessna170
84514,20190716X33934,Accident,2019-07-16,"Salmon, ID",Non-Fatal,Substantial,cessna,1.0,Reciprocating,Instructional,0.0,0.0,0.0,3.0,VMC,,The pilot's delayed decision to abort the landing on a wet grass runway and the flight instructor's delayed remedial action. Contributing to the accident was the wet runway which degraded braking.,3.0,0.0,0.0,100.0,cessna182
84515,20190716X43124,Accident,2019-07-16,"Grand Canyon, AZ",Non-Fatal,Substantial,cessna,1.0,Reciprocating,Personal,0.0,0.0,0.0,4.0,VMC,,"The pilot's failure to maintain lateral control during landing in gusting wind conditions, which resulted in the left wing striking the ground.

",4.0,0.0,0.0,100.0,cessna172
84521,20190717X83445,Accident,2019-07-16,"Ocean City, MD",Non-Fatal,Substantial,cessna,1.0,Reciprocating,Aerial Observation,0.0,0.0,0.0,1.0,VMC,,A partial loss of power due to the liberation or failure of the No. 2 cylinder's exhaust valve.,1.0,0.0,0.0,100.0,cessna172RG
84527,20190726X13153,Incident,2019-07-17,"Kolding, Denmark",Non-Fatal,,cirrus,,,,0.0,0.0,0.0,1.0,,,,1.0,0.0,0.0,100.0,cirrusSR22
84528,20190904X11028,Accident,2019-07-17,"Talkeetna, AK",Non-Fatal,Substantial,cessna,,Reciprocating,,0.0,0.0,0.0,5.0,VMC,,A fracture of the right outboard landing gear bracket for undetermined reasons. ,5.0,0.0,0.0,100.0,cessnaA185
84531,20190719X23022,Accident,2019-07-18,"Mesquite, NV",Non-Fatal,Destroyed,cessna,2.0,Turbo Jet,Ferry,0.0,1.0,0.0,0.0,VMC,,,1.0,1.0,100.0,0.0,cessna550
84532,20190722X32802,Accident,2019-07-18,"Leutasch, Austria, Austria",Fatal,Destroyed,cirrus,,,,1.0,0.0,0.0,0.0,,,,1.0,1.0,100.0,0.0,cirrusSR22
84537,20190719X55851,Accident,2019-07-19,"Poughkeepsie, NY",Non-Fatal,Substantial,piper,1.0,Reciprocating,Personal,0.0,1.0,3.0,0.0,VMC,,,4.0,4.0,25.0,0.0,piperPA46
84538,20190719X64033,Accident,2019-07-19,"Denver, CO",Non-Fatal,Substantial,cessna,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,,"The student pilot's failure to maintain lateral control during a soft-field takeoff, which resulted in the left wing striking the runway and a runway excursion.

",2.0,0.0,0.0,100.0,cessna172
84542,20190722X34241,Accident,2019-07-19,"Phoenix, AZ",Non-Fatal,Substantial,cessna,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,,"The pilot's failure to maintain directional control during the landing roll, which resulted in a runway excursion and the right wing striking the ground.   

",2.0,0.0,0.0,100.0,cessna170
84546,20190721X45616,Accident,2019-07-20,"Kilgore, TX",Non-Fatal,Substantial,cessna,,,Personal,0.0,0.0,1.0,0.0,,,,1.0,1.0,0.0,0.0,cessna175
84550,20190721X40249,Accident,2019-07-21,"King City, CA",Non-Fatal,Substantial,cessna,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,,,2.0,0.0,0.0,100.0,cessnaR182
84555,20190722X15452,Accident,2019-07-21,"Port Townsend, WA",Non-Fatal,Substantial,cessna,1.0,Reciprocating,Personal,0.0,2.0,0.0,1.0,VMC,,,3.0,2.0,66.66666666666666,33.33333333333333,cessna172
84556,20190722X83356,Accident,2019-07-21,"Fredericksburg, TX",Non-Fatal,Substantial,cessna,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,,A total loss of engine power for undetermined reasons.,2.0,0.0,0.0,100.0,cessna152
84560,20190724X81016,Incident,2019-07-21,"Oshkosh, WI",Non-Fatal,Minor,mooney,1.0,Reciprocating,Personal,0.0,0.0,0.0,4.0,VMC,,The failure of both pilots to remain clear of the other while flying in formation.,4.0,0.0,0.0,100.0,mooneyM20J
84565,20190722X90218,Accident,2019-07-22,"Kingston, OK",Non-Fatal,Substantial,cessna,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,,The partial loss of engine power due to a stuck exhaust valve.,3.0,0.0,0.0,100.0,cessna172
84567,20190723X91454,Accident,2019-07-22,"Madras, OR",Non-Fatal,Substantial,cessna,1.0,Reciprocating,Personal,0.0,2.0,0.0,1.0,,,,3.0,2.0,66.66666666666666,33.33333333333333,cessna172
84568,20190724X32908,Accident,2019-07-22,"Cangkring, Indonesia",Fatal,Substantial,cessna,,,,1.0,0.0,1.0,0.0,,,,2.0,2.0,50.0,0.0,cessna172
84570,20190805X55405,Accident,2019-07-22,"San Juan, PR",Non-Fatal,,boeing,2.0,,,0.0,1.0,1.0,216.0,Unk,,,218.0,2.0,0.45871559633027525,99.08256880733946,boeing767
84572,20190723X90829,Accident,2019-07-23,"Van Nuys, CA",Non-Fatal,Substantial,cessna,1.0,Reciprocating,Aerial Observation,0.0,0.0,0.0,1.0,VMC,,"The pilot's failure to maintain directional control during landing with a left quartering crosswind, which resulted in a runway excursion and impact with runway lighting.",1.0,0.0,0.0,100.0,cessna172
84575,20190724X13531,Accident,2019-07-24,"Americus, GA",Fatal,Destroyed,cirrus,,Reciprocating,Personal,2.0,0.0,0.0,0.0,IMC,,"The pilots decision to depart in dark instrument meteorological conditions, which resulted in spatial disorientation and subsequent loss of airplane control. Contributing to the accident was the pilots and pilot-rated passengers self-induced pressure to complete the flight and the pilots anti-authority attitude.",2.0,2.0,100.0,0.0,cirrusSR22
84584,20190726X75842,Accident,2019-07-24,"Farewell, AK",Non-Fatal,Substantial,cessna,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,,,2.0,0.0,0.0,100.0,cessna182
84587,20190725X80319,Accident,2019-07-25,"Wakefield, VA",Non-Fatal,Substantial,cessna,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,,"The pilot's inadequate preflight inspection, which failed to detect and remove all water from fuel,  and maintenance personnels unapproved repair of the right wing fuel cap, which resulted in fuel contamination and a subsequent partial loss of engine power during takeoff. ",1.0,0.0,0.0,100.0,cessna152
84595,20190809X92410,Accident,2019-07-26,"Bella Bella, Canada",Fatal,,cessna,1.0,Turbo Prop,,4.0,0.0,5.0,0.0,,,,9.0,9.0,44.44444444444444,0.0,cessna208
84597,20190726X01834,Accident,2019-07-27,"Sparta, TN",Non-Fatal,Substantial,piper,1.0,Reciprocating,Business,0.0,0.0,0.0,7.0,VMC,,"The pilot's failure to maintain the runway heading during an aborted takeoff, which resulted in a runway excursion and collision with a sign and terrain. Contributing to the need to abort the takeoff was the pilot's improper decision to take off with the airplane over its maximum gross takeoff weight.

",7.0,0.0,0.0,100.0,piperPA46
84598,20190726X34250,Accident,2019-07-27,"Fall City, WA",Non-Fatal,Substantial,cessna,1.0,Reciprocating,Personal,0.0,2.0,0.0,0.0,VMC,,,2.0,2.0,100.0,0.0,cessna177RG
84599,20190727X42658,Accident,2019-07-27,"Gaithersburg, MD",Non-Fatal,Minor,cessna,1.0,Reciprocating,Instructional,0.0,0.0,0.0,3.0,VMC,,The flight instructor's failure to maintain clearance from the other airplane while taxiing.  ,3.0,0.0,0.0,100.0,cessna172
84608,20190819X35614,Accident,2019-07-27,"Tok, AK",Non-Fatal,Substantial,piper,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,,"The pilot's failure to maintain directional control during landing and his excessive rudder input, which resulted in a runway excursion and landing gear collapse.

",2.0,0.0,0.0,100.0,piperPA18
84610,20190728X20046,Accident,2019-07-28,"Gainesville, TX",Fatal,Destroyed,piper,2.0,Reciprocating,Instructional,2.0,0.0,0.0,0.0,,,,2.0,2.0,100.0,0.0,piperPA34
84611,20190728X22107,Accident,2019-07-28,"Oshkosh, WI",Non-Fatal,Substantial,cessna,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,,"The pilot's improper fuel planning and decision to not divert to a closer airport when the planned flight profile changed, which resulted in a total loss of engine power due to fuel exhaustion.",1.0,0.0,0.0,100.0,cessna172
84612,20190728X45534,Accident,2019-07-28,"Richmond, VA",Non-Fatal,Substantial,beech,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,,"The pilot's failure to maintain lateral control and attain sufficient altitude to clear rising terrain during an attempted go-around.

",1.0,0.0,0.0,100.0,beech36
84614,20190731X90347,Accident,2019-07-28,"Mt. Sterling, KY",Non-Fatal,Substantial,cessna,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,,"The pilot's loss of directional control during the takeoff roll due to distraction by the passenger window being unsecured, which resulted in a runway excursion and impact with a runway distance marker. Contributing to the accident was pilots failure to ensure that the passenger window was secured.",2.0,0.0,0.0,100.0,cessna172
84616,20191002X91625,Accident,2019-07-29,"Norrtalje, Stickhome, Sweden",Non-Fatal,Substantial,cirrus,,,,0.0,0.0,0.0,4.0,,,,4.0,0.0,0.0,100.0,cirrusSR22
84618,20190731X35355,Accident,2019-07-29,"Roundup, MT",Non-Fatal,Substantial,cessna,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC,,,1.0,1.0,0.0,0.0,cessna150
84619,20190730X53121,Accident,2019-07-30,"Placerville, CA",Non-Fatal,Substantial,cessna,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,,"The pilot's exceedance of the airplane's critical angle of attack during a go-around, which resulted in an aerodynamic stall and impact with terrain.",1.0,0.0,0.0,100.0,cessna177
84620,20190730X62947,Accident,2019-07-30,"Chattanooga, TN",Non-Fatal,Substantial,cessna,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,,"The improper maintenance of the airplanes landing gear system, which resulted in a hydraulic fluid leak and insufficient pressure to extend and lock the landing gear during the accident flight.",3.0,0.0,0.0,100.0,cessna210
84621,20190730X94556,Accident,2019-07-30,"WESTMINSTER, MD",Non-Fatal,Substantial,cessna,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC,,"The pilot's improper decision to continue the landing with the airplane high and fast during the approach, which resulted in a long landing and a subsequent runway overrun and nose-over.",1.0,1.0,100.0,0.0,cessna172
84623,20190731X25940,Accident,2019-07-30,"Cloquet, MN",Non-Fatal,Substantial,cirrus,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,,"The pilot's improper landing flare, which resulted in a bounced landing.

",1.0,0.0,0.0,100.0,cirrusSR22
84624,20190731X81936,Accident,2019-07-30,"Fairhope, AL",Non-Fatal,Substantial,piper,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,,Failure of the No. 3 exhaust valve and the subsequent loss of engine power due to engine operation with an excessively lean fuel mixture over a period of time.,2.0,0.0,0.0,100.0,piperPA28
84627,20190816X93120,Accident,2019-07-30,"Senneterre, Quebec, Canada",Fatal,Destroyed,beech,,,Personal,1.0,0.0,0.0,0.0,,,,1.0,1.0,100.0,0.0,beechV35
84629,20190731X80756,Accident,2019-07-31,"Falcon, CO",Non-Fatal,Substantial,piper,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,,"The pilot's failure to maintain a proper approach path and his delayed decision to go around, which resulted in impact with a construction barrier before the runway. Contributing to the accident was the pilot's decision to land on a runway closed for landing.

",2.0,0.0,0.0,100.0,piperPA28
84631,20190804X03844,Accident,2019-08-01,"Manassas, VA",Non-Fatal,Substantial,piper,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,,"The pilot's failure to maintain directional control during the landing roll, which resulted in a ground loop.   

",1.0,0.0,0.0,100.0,piperPA 12
84641,20190803X03459,Accident,2019-08-03,"Ontonagan, MI",Fatal,Destroyed,piper,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,IMC,,,1.0,1.0,100.0,0.0,piperPA28
84642,20190803X22956,Accident,2019-08-03,"Saginaw, MI",Non-Fatal,Substantial,cessna,,Reciprocating,Personal,0.0,4.0,0.0,0.0,VMC,,,4.0,4.0,100.0,0.0,cessnaA185
84644,20190804X03031,Accident,2019-08-03,"Jacksonville, FL",Non-Fatal,Substantial,piper,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,,"The pilot's failure to select a fuel tank with adequate fuel, which resulted in fuel starvation and a total loss of engine power.
",1.0,0.0,0.0,100.0,piperPA28
84645,20190813X51350,Incident,2019-08-03,"El Alto, Saint Barthelemy",Non-Fatal,Minor,boeing,,,,0.0,0.0,0.0,99.0,,,,99.0,0.0,0.0,100.0,boeing737
84646,20190804X85923,Accident,2019-08-04,"De Queen, AR",Fatal,Substantial,cessna,2.0,Reciprocating,Flight Test,1.0,0.0,1.0,0.0,VMC,,,2.0,2.0,50.0,0.0,cessna310
84648,20190804X90303,Accident,2019-08-04,"Waco, NE",Non-Fatal,Substantial,air tractor,1.0,Turbo Prop,Aerial Application,0.0,0.0,0.0,1.0,VMC,,"The pilot's failure to maintain clearance from wires during an agricultural application flight.

",1.0,0.0,0.0,100.0,air tractorAT502
84649,20190804X92227,Accident,2019-08-04,"Oakland, CA",Non-Fatal,Substantial,cessna,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,IMC,,"The pilot's premature full retraction of the flaps during a go-around and his subsequent improper decision to turn with a minimal climb gradient, which resulted in an off-airport landing and a landing gear collapse.

",3.0,0.0,0.0,100.0,cessna182
84650,20190806X21343,Accident,2019-08-04,"Bayse, VA",Non-Fatal,Substantial,cessna,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,,"The pilot's exceedance of the airplane's critical angle of attack during initial climb, which resulted in an aerodynamic stall.   

",1.0,0.0,0.0,100.0,cessna172
84651,20190808X20511,Accident,2019-08-04,"Upper Raft Lake, Canada",Fatal,,cessna,,,Personal,1.0,6.0,0.0,0.0,,,,7.0,7.0,100.0,0.0,cessnaA185
84652,20190812X44410,Accident,2019-08-04,"Ocean City, MD",Non-Fatal,Substantial,cessna,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,,"The student pilot's improper landing flare with a tailwind, which resulted in a hard, bounced landing.",1.0,0.0,0.0,100.0,cessna172
84653,20190805X13252,Accident,2019-08-05,"Miami, FL",Non-Fatal,Substantial,piper,1.0,Reciprocating,Instructional,0.0,1.0,2.0,0.0,VMC,,"The flight instructor's and student pilot's inadequate preflight inspection of the fuel system for water contamination, which resulted in a loss of engine power during takeoff and subsequent forced landing.
",3.0,3.0,33.33333333333333,0.0,piperPA28
84655,20190806X45857,Accident,2019-08-05,"Wolf Point, MT",Fatal,Destroyed,cessna,1.0,Reciprocating,Business,2.0,0.0,0.0,0.0,VMC,,,2.0,2.0,100.0,0.0,cessna182
84657,20190917X10514,Accident,2019-08-05,"Sligo, Ireland",Non-Fatal,Substantial,piper,,,,0.0,0.0,0.0,2.0,,,,2.0,0.0,0.0,100.0,piperPA28R
84661,20190910X82150,Accident,2019-08-06,"Totatlan, Jalisco, Mexico",Fatal,Destroyed,piper,,,,1.0,0.0,0.0,0.0,,,,1.0,1.0,100.0,0.0,piperPA25
84662,20190917X52157,Accident,2019-08-06,"Mayo, Canada",Fatal,,cessna,,,,2.0,0.0,0.0,0.0,,,,2.0,2.0,100.0,0.0,cessna208
84668,20190808X13936,Accident,2019-08-08,"Hollywood, FL",Non-Fatal,Substantial,cessna,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,,"The student pilot's improper decision to turn off the runway while the airplane was moving too fast after landing, which resulted in a runway excursion and impact with a taxiway sign.

",1.0,0.0,0.0,100.0,cessna152
84669,20190808X34615,Accident,2019-08-08,"Bimini, Bahamas",Non-Fatal,Substantial,piper,2.0,Reciprocating,Unknown,0.0,0.0,0.0,3.0,,,,3.0,0.0,0.0,100.0,piperPA34
84670,20190808X54033,Accident,2019-08-08,"Sumner, IA",Fatal,Destroyed,air tractor,1.0,Turbo Prop,Positioning,1.0,0.0,0.0,0.0,VMC,,"The pilots impairment by medical conditions and/or medications, which resulted in the airplanes impact with power lines and terrain.",1.0,1.0,100.0,0.0,air tractorAT502
84680,20190811X02525,Accident,2019-08-09,"Cordell, OK",Non-Fatal,Substantial,cessna,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC,,"The pilot's improper landing flare, which resulted in a hard bounced landing.",1.0,1.0,0.0,0.0,cessna150
84682,20190919X51117,Accident,2019-08-09,"Chicago, IL",Non-Fatal,Substantial,cessna,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,,"The pilot's improper landing flare, which resulted in a hard, porpoised landing. 
",2.0,0.0,0.0,100.0,cessna172
84683,20190930X93956,Accident,2019-08-09,"Corse-du-Sud, France",Non-Fatal,Destroyed,beech,,,,0.0,0.0,2.0,0.0,,,,2.0,2.0,0.0,0.0,beech36
84688,20190811X34546,Accident,2019-08-10,"Prospect, OR",Non-Fatal,Substantial,cessna,1.0,Reciprocating,,0.0,0.0,0.0,2.0,,,,2.0,0.0,0.0,100.0,cessna206
84689,20190811X65116,Accident,2019-08-10,"Two Harbors, MN",Non-Fatal,Substantial,cessna,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,,"The pilot's abrupt maneuver to try and avoid a deer during landing on a grass strip runway, which resulted in a ground loop.",2.0,0.0,0.0,100.0,cessna180
84693,20190811X63554,Accident,2019-08-11,"New Carlisle, OH",Non-Fatal,Substantial,cessna,1.0,Reciprocating,Personal,0.0,3.0,0.0,0.0,VMC,,,3.0,3.0,100.0,0.0,cessna172
84697,20190813X21352,Accident,2019-08-12,"Anchorage, AK",Non-Fatal,Substantial,cessna,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC,,"The pilots failure to maintain takeoff heading due to sun glare, which resulted in his inability to see an island adjacent to the water lane and subequent impact with the island.",1.0,1.0,100.0,0.0,cessna180
84698,20190826X33922,Accident,2019-08-12,"Chickasha, OK",Non-Fatal,Substantial,piper,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,,"The student pilot's failure to maintain crosswind correction during landing and his subsequent loss of directional control during the landing roll, which resulted in a runway excursion and impact with uneven terrain.

",1.0,0.0,0.0,100.0,piperPA28
84699,20190813X45157,Accident,2019-08-13,"Jay, FL",Non-Fatal,Substantial,cessna,1.0,Reciprocating,Positioning,0.0,0.0,1.0,0.0,VMC,,"The pilot's improper decision to fly over a river at a very low altitude, which resulted in a collision with power lines.",1.0,1.0,0.0,0.0,cessna172
84711,20190819X55827,Incident,2019-08-15,"Shannon, Ireland",Non-Fatal,Minor,boeing,2.0,Turbo Fan,,0.0,1.0,0.0,158.0,,,,159.0,1.0,0.628930817610063,99.37106918238993,boeing767
84712,20190819X61711,Accident,2019-08-15,"McCarthy, AK",Non-Fatal,Substantial,piper,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,,"The pilot's overapplication of brakes during landing, which resulted in a nose-over.   ",1.0,0.0,0.0,100.0,piperPA 12
84713,20190819X64723,Accident,2019-08-15,"Rio Grande City, TX",Non-Fatal,Substantial,cessna,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,,"The loss of engine power following an increase in oil temperature for undetermined reasons during cruise flight, which resulted in a forced landing on unsuitable terrain.",1.0,0.0,0.0,100.0,cessna150
84718,20190819X15302,Accident,2019-08-16,"Onida, SD",Non-Fatal,Substantial,air tractor,1.0,Turbo Prop,Aerial Application,0.0,0.0,0.0,1.0,VMC,,The pilot's failure to maintain clearance from power wires during agricultural application operations.,1.0,0.0,0.0,100.0,air tractorAT502
84719,20191011X30404,Accident,2019-08-16,"Pretoria, South Africa",Fatal,Substantial,cessna,1.0,Reciprocating,,2.0,0.0,0.0,0.0,,,,2.0,2.0,100.0,0.0,cessna172
84720,20190818X03942,Accident,2019-08-17,"Ruidoso, NM",Non-Fatal,Substantial,beech,,,Personal,0.0,0.0,2.0,0.0,,,,2.0,2.0,0.0,0.0,beech35
84724,20200521X34950,Accident,2019-08-17,"Ravna Gora, Croatia",Non-Fatal,,cessna,,,Instructional,0.0,0.0,0.0,2.0,,,,2.0,0.0,0.0,100.0,cessna150
84726,20190818X23637,Accident,2019-08-18,"Lahaina, HI",Non-Fatal,Substantial,cessna,1.0,Turbo Prop,,0.0,0.0,0.0,10.0,VMC,,,10.0,0.0,0.0,100.0,cessna208B
84727,20190818X24815,Accident,2019-08-18,"Daytona Beach, FL",Non-Fatal,Substantial,cessna,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,,"The other pilot's failure to see and avoid the airplane established on the taxiway. 

",2.0,0.0,0.0,100.0,cessna172
84728,20190818X33245,Accident,2019-08-18,"Hopedale, LA",Fatal,Destroyed,cessna,1.0,Reciprocating,Personal,1.0,0.0,2.0,0.0,IMC,,,3.0,3.0,33.33333333333333,0.0,cessnaU206
84733,20190819X52009,Accident,2019-08-19,"Spokane, WA",Non-Fatal,Substantial,piper,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,,,1.0,0.0,0.0,100.0,piperPA28R
84735,20190819X74817,Accident,2019-08-19,"Tappahannock, VA",Non-Fatal,Substantial,cirrus,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC,,"The pilot's inability to land on the runway in dark night conditions with reported smoke in the cockpit, which necessitated the deployment of the airplane's parachute system.",1.0,1.0,0.0,0.0,cirrusSR22
84737,20190820X13813,Accident,2019-08-20,"Eugene, OR",Non-Fatal,Substantial,cessna,1.0,,Personal,0.0,0.0,0.0,1.0,,,,1.0,0.0,0.0,100.0,cessnaT210
84738,20190820X15859,Accident,2019-08-20,"Hays, KS",Fatal,Destroyed,grumman,1.0,Reciprocating,Aerial Application,1.0,0.0,0.0,0.0,VMC,,"The pilot's exceedance of the airplane's critical angle of attack, which resulted in an aerodynamic stall.",1.0,1.0,100.0,0.0,grummanG164
84740,20190820X31500,Accident,2019-08-20,"Arlington, WA",Non-Fatal,Substantial,cessna,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC,,"The pilot's failure to properly secure the seat before takeoff, which resulted in it sliding back during takeoff and rendering him unable to reach the rudder pedals and throttle lever, a subsequent runway excursion, ground loop, and impact with a berm.   ",1.0,1.0,100.0,0.0,cessna180
84745,20190820X13940,Accident,2019-08-21,"Half Moon Bay, CA",Non-Fatal,Destroyed,beech,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,,,2.0,0.0,0.0,100.0,beech36
84749,20190821X65920,Accident,2019-08-21,"Livermore, CA",Non-Fatal,Substantial,cessna,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC,,,1.0,1.0,0.0,0.0,cessna120
84750,20190821X74823,Accident,2019-08-21,"Grand Rapids, MN",Non-Fatal,Substantial,stinson,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC,,A loss of engine power after takeoff for undetermined reasons.,1.0,1.0,100.0,0.0,stinson108
84752,20190822X70303,Accident,2019-08-21,"Tampa, FL",Non-Fatal,Substantial,cessna,2.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,,,1.0,0.0,0.0,100.0,cessna310
84755,20190822X34227,Accident,2019-08-22,"Hemet, CA",Non-Fatal,Substantial,piper,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,,"The student pilot's failure to maintain directional control while attempting to go around, which resulted in a runway excursion and impact with a ditch.

",1.0,0.0,0.0,100.0,piperPA28
84756,20190822X45548,Accident,2019-08-22,"Burnsville, NC",Non-Fatal,Substantial,cirrus,,Reciprocating,Personal,0.0,0.0,0.0,2.0,IMC,,,2.0,0.0,0.0,100.0,cirrusSR22
84757,20190822X70115,Accident,2019-08-22,"Rangeley Lake, ME",Non-Fatal,Substantial,cessna,1.0,Reciprocating,Personal,0.0,2.0,0.0,0.0,VMC,,"The pilot's inadequate preflight inspection of the floats, which led to his subsequent attempt to depart from a lake with damaged floats and led to a loss of roll control and the right wing impacting the water.  ",2.0,2.0,100.0,0.0,cessnaA185
84759,20190823X02636,Accident,2019-08-22,"Diepholz, Germany",Fatal,Destroyed,cessna,,,,1.0,0.0,0.0,0.0,,,,1.0,1.0,100.0,0.0,cessna150
84765,20190910X71543,Accident,2019-08-23,"Warintza, Morona Santiago, Spain",Fatal,Destroyed,cessna,,,,4.0,0.0,0.0,0.0,,,,4.0,4.0,100.0,0.0,cessna182
84767,20190918X60653,Accident,2019-08-23,"Fort Myers, FL",Non-Fatal,Substantial,beech,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,,The airplanes impact with a bird during approach.   ,2.0,0.0,0.0,100.0,beech35
84772,20190826X30247,Accident,2019-08-24,"Wendover, UT",Non-Fatal,Substantial,piper,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,,"Failure of the landing gear solenoid, which resulted in failure of the landing gear position switch, and the pilot's subsequent inability to extend the gear using the manual emergency extension system for undetermined reasons. ",2.0,0.0,0.0,100.0,piperPA24
84776,20190826X31624,Accident,2019-08-25,"Cottonwood, AZ",Non-Fatal,Substantial,piper,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,,"The student pilot's improper pitch and lateral control during a soft-field takeoff, which resulted in impact with terrain. Contributing to the accident was the student pilot's failure to relinquish control of the airplane to the instructor.   ",2.0,0.0,0.0,100.0,piperPA28
84778,20190826X40754,Accident,2019-08-25,"Russiaville, IN",Non-Fatal,Substantial,piper,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,,"The pilot's failure to reinstall the oil cap after adding oil, which resulted to oil starvation and a precaautionary landing.",2.0,0.0,0.0,100.0,piperJ3C
84783,20190904X11153,Accident,2019-08-25,"GLENWOOD SPRINGS, CO",Non-Fatal,Substantial,cirrus,,,Personal,0.0,0.0,0.0,3.0,VMC,,"The pilots failure to maintain control of the airplane while landing with a tail wind, which resulted in an aerodynamic stall and a subsequent hard landing..",3.0,0.0,0.0,100.0,cirrusSR22
84787,20190827X10947,Accident,2019-08-26,"Reno, NV",Non-Fatal,Substantial,mooney,1.0,Reciprocating,Personal,0.0,1.0,2.0,0.0,,,,3.0,3.0,33.33333333333333,0.0,mooneyM20C
84790,20190828X10040,Accident,2019-08-27,"Kenai, AK",Non-Fatal,Substantial,piper,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,,"The pilot's improper landing flare, which resulted in a hard landing and the subsequent loss of directional control and impact with a tree.",1.0,0.0,0.0,100.0,piperPA18
