,Event.Id,Investigation.Type,Event.Date,Location,Latitude,Longitude,Injury.Severity,Aircraft.damage,Make,Number.of.Engines,Engine.Type,Purpose.of.flight,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition,Broad.phase.of.flight,Report.Status,Num.Passenger,Total.Injured,Percent.Serious.and.Fatal,Percent.Uninjured,Make.Model
85569,20200306X90639,Accident,2020-03-05,CA,343838N,1145649W,Non-Fatal,Substantial,cessna,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC,,,1.0,1.0,100.0,0.0,cessna210
85572,20200306X44756,Accident,2020-03-06,ID,042290N,0114295W,Non-Fatal,Substantial,piper,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,,"The pilot's loss of directional control during takeoff in gusting crosswind conditions, which resulted in a runway excursion and impact with a runway approach light.",1.0,0.0,0.0,100.0,piperPA28R
85576,20200309X81542,Accident,2020-03-07,GA,325553N,0831014W,Non-Fatal,Substantial,mooney,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,,,1.0,0.0,0.0,100.0,mooneyM20C
85579,20200309X32921,Accident,2020-03-08,FL,302433N,0862853W,Non-Fatal,Substantial,beech,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,,,2.0,0.0,0.0,100.0,beechV35
85581,20200312X91006,Accident,2020-03-08,ND,,,Non-Fatal,Substantial,boeing,2.0,Turbo Fan,,0.0,0.0,0.0,181.0,,,,181.0,0.0,0.0,100.0,boeing767
85582,20200312X95752,Accident,2020-03-10,AK,061325N,1494845W,Non-Fatal,Substantial,cessna,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,,"The pilot's improper decision to initiate the takeoff roll from a snow-covered taxiway, which resulted in a loss of directional control, runway excursion, and impact with a snow berm.",2.0,0.0,0.0,100.0,cessna172
85584,20200311X01045,Accident,2020-03-11,IN,405654N,0871044W,Non-Fatal,Substantial,piper,,Reciprocating,Personal,0.0,0.0,1.0,0.0,IMC,,,1.0,1.0,0.0,0.0,piperPA32R
85585,20200311X62702,Accident,2020-03-11,MA,422549N,0714751W,Fatal,Substantial,cessna,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC,,,1.0,1.0,100.0,0.0,cessna177RG
85587,20200312X82517,Accident,2020-03-11,IA,414143N,0093347W,Non-Fatal,Substantial,aeronca,,,Personal,0.0,0.0,0.0,1.0,VMC,,"The pilot's improper starting procedure, which allowed the airplane to move forward over the wheel chocks and impact him and a hangar when he subsequently hand propped the engine.",1.0,0.0,0.0,100.0,aeronca7AC
85588,20200312X31340,Accident,2020-03-12,MD,381838N,0075726W,Non-Fatal,Substantial,cessna,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,,"The pilot's failure to maintain directional control during an attempted go-around to avoid birds, which resulted in a runway excursion and subsequent nose-over.",1.0,0.0,0.0,100.0,cessna172
85589,20200313X13621,Accident,2020-03-12,MA,423447N,0705536W,Non-Fatal,Substantial,piper,1.0,Reciprocating,Instructional,0.0,1.0,0.0,0.0,VMC,,,1.0,1.0,100.0,0.0,piperPA28
85591,20200316X10827,Accident,2020-03-13,AZ,032832N,1111028W,Non-Fatal,Substantial,piper,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,,"The student pilot's loss of directional control during landing, which resulted in a runway excursion, collision with a pole, and a subsequent ground loop. 

",1.0,0.0,0.0,100.0,piperPA 28-180
85592,20200324X71727,Accident,2020-03-13,IL,032238S,0644357W,Fatal,Substantial,cessna,2.0,Reciprocating,,2.0,0.0,0.0,0.0,,,,2.0,2.0,100.0,0.0,cessna310
85594,20201014102141,Accident,2020-03-13,ES,,,Fatal,Substantial,piper,,,,1.0,0.0,0.0,0.0,,,,1.0,1.0,100.0,0.0,piperPA28
85596,20200316X60952,Accident,2020-03-14,MS,031442N,0893528W,Non-Fatal,Substantial,cessna,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,,,3.0,0.0,0.0,100.0,cessna182
85597,20200330X80034,Accident,2020-03-15,CO,019955N,1025029W,Fatal,Destroyed,piper,,,,1.0,0.0,0.0,0.0,,,,1.0,1.0,100.0,0.0,piperPA25
85598,20200317X10410,Accident,2020-03-16,WY,424749N,1094838W,Non-Fatal,Substantial,piper,1.0,Reciprocating,Instructional,0.0,1.0,1.0,0.0,VMC,,,2.0,2.0,50.0,0.0,piperPA22
85599,20210317102770,Accident,2020-03-16,NY,,,Fatal,Destroyed,cessna,,,,1.0,0.0,0.0,0.0,,,,1.0,1.0,100.0,0.0,cessna177
85600,20200317X33838,Accident,2020-03-17,KS,383224N,0992736W,Fatal,Destroyed,cessna,1.0,Turbo Prop,,1.0,0.0,0.0,0.0,IMC,,,1.0,1.0,100.0,0.0,cessna208
85601,20200317X62852,Accident,2020-03-17,FL,263535N,0008056W,Non-Fatal,Substantial,cessna,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,,"The failure of the nosewheel steerage linkage during takeoff, which resulted in a loss of directional control and impact with an obstacle during an attempted aborted landing.",2.0,0.0,0.0,100.0,cessna172
85602,20200317X65851,Accident,2020-03-17,SC,335352N,0078573W,Non-Fatal,Substantial,cirrus,1.0,,Personal,0.0,0.0,0.0,1.0,IMC,,,1.0,0.0,0.0,100.0,cirrusSR22
85603,20200318X82914,Accident,2020-03-17,HI,205323N,0156269W,Non-Fatal,Substantial,cessna,1.0,Reciprocating,Instructional,0.0,1.0,0.0,0.0,VMC,,"The student pilot's failure to avoid wake turbulence while landing behind a heavy jet airplane, which resulted in a loss of roll control and subsequent hard landing.",1.0,1.0,100.0,0.0,cessna172
85604,20200318X55425,Accident,2020-03-18,CO,395432N,0010572W,Non-Fatal,Substantial,cessna,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,,"The pilot's incorrect right rudder application during a touch-and go-landing, which resulted in a loss of directional control, runway excursion, and a collision with a runway sign.",1.0,0.0,0.0,100.0,cessna172
85607,20200319X90956,Accident,2020-03-19,OH,391739N,0084628W,Fatal,Destroyed,piper,,,Personal,1.0,0.0,0.0,0.0,IMC,,,1.0,1.0,100.0,0.0,piperPA28R
85608,20200320X13611,Accident,2020-03-20,TX,035224N,0101558W,Non-Fatal,Substantial,piper,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,,"The pilot's selection of unsuitable terrain for landing, which resulted in a collision with a ditch and the left main landing gear collapsing.

",1.0,0.0,0.0,100.0,piperPA18
85612,20200322X70700,Accident,2020-03-21,SC,324229N,0080056W,Fatal,Substantial,cessna,2.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC,,"The pilots fuel mismanagement during flight, resulting in a total loss of engine power due to fuel starvation.",1.0,1.0,100.0,0.0,cessna310
85615,20200322X60832,Accident,2020-03-22,MI,044401N,0831919W,Non-Fatal,Substantial,cessna,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,,,3.0,0.0,0.0,100.0,cessna177
85617,20200323X74128,Accident,2020-03-22,AK,602831N,0151157W,Non-Fatal,Substantial,cessna,1.0,Reciprocating,Flight Test,0.0,0.0,0.0,1.0,VMC,,"The pilot's unintentional selection of the wrong landing surface, which was covered with 2 ft of snow and resulted in a nose-over.",1.0,0.0,0.0,100.0,cessna175
85622,20200326X82317,Accident,2020-03-25,TX,322653N,0965450W,Non-Fatal,Substantial,cessna,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC,,"The partial loss of engine power due to water and contaminants in the fuel, due to the pilots inadequate preflight inspection, and the pilots decision to conduct a steep turn at low altitude to return to the runway rather than land straight ahead, which resulted in an aerodynamic stall.  ",1.0,1.0,0.0,0.0,cessnaT210
85623,20200326X92314,Accident,2020-03-25,TX,033129N,0964437W,Non-Fatal,Substantial,cessna,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,,"The pilot's inadequate preflight fuel planning and inflight fuel management, which resulted in fuel exhaustion and a total loss of engine power.",1.0,0.0,0.0,100.0,cessna150
85630,20200331X54415,Accident,2020-03-28,AK,644854N,1475123W,Non-Fatal,Substantial,piper,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,,"The pilot's inadequate compensation for gusting crosswind conditions, which resulted in a loss of directional control, a runway excursion, and impact with a snowbank.",1.0,0.0,0.0,100.0,piperPA32
85632,20200330X14714,Accident,2020-03-29,AZ,345056N,1114717W,Non-Fatal,Substantial,cessna,1.0,,Personal,0.0,0.0,0.0,2.0,VMC,,,2.0,0.0,0.0,100.0,cessna172
85635,20200430X31545,Accident,2020-03-30,FL,029320N,0805656W,Non-Fatal,Substantial,cessna,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,,"The flight instructor's delayed remedial action and decision to not go-around after a bounced landing, which resulted in an inadvertent stall and hard landing.",2.0,0.0,0.0,100.0,cessna172
85638,20200407X00001,Accident,2020-03-31,CA,334454N,1161629W,Non-Fatal,Substantial,piper,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,,"The pilot's failure to see and avoid a parked vehicle near the taxiway edge.

",2.0,0.0,0.0,100.0,piperPA28R
85641,20200401X50400,Accident,2020-04-01,FL,002604N,0801427W,Non-Fatal,Substantial,cessna,1.0,Reciprocating,Instructional,0.0,0.0,0.0,3.0,VMC,,"The pilots failure to apply full engine power during the initiation of a go-around in gusting wind conditions and his exceedance of the airplanes critical angle of attack, which resulted in an aerodynamic stall at low altitude, and the flight instructor's delayed remedial action. ",3.0,0.0,0.0,100.0,cessna172
85642,20200406X44555,Accident,2020-04-01,TX,029309N,0975944W,Non-Fatal,Substantial,beech,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,,,2.0,0.0,0.0,100.0,beech35
85647,20200406X20238,Accident,2020-04-05,CA,342048N,0119339W,Non-Fatal,Substantial,cessna,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,,,1.0,0.0,0.0,100.0,cessna177RG
85661,20200410X50413,Accident,2020-04-10,AK,593844N,1512835W,Non-Fatal,Substantial,piper,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,,"The pilot's overapplication of the brakes during landing and the subsequent loss of directional control and nose-over.

",1.0,0.0,0.0,100.0,piperPA18
85663,20200411X15400,Accident,2020-04-10,IA,404934N,0954013W,Non-Fatal,Substantial,beech,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,,,2.0,0.0,0.0,100.0,beech35
85666,20200413X13054,Accident,2020-04-12,AK,061217N,1493256W,Non-Fatal,Substantial,cessna,1.0,,Personal,0.0,2.0,2.0,0.0,VMC,,,4.0,4.0,50.0,0.0,cessnaA185
85667,20200528X83033,Accident,2020-04-12,AN,,,Non-Fatal,,boeing,,,,0.0,0.0,1.0,25.0,,,,26.0,1.0,0.0,96.15384615384616,boeing737
85672,20200416X15425,Accident,2020-04-16,MT,048426N,1144040W,Non-Fatal,Substantial,cessna,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,,"The pilot's loss of directional control and subsequent improper brake application during the landing roll in gusting wind conditions, which resulted in a nose-over. 

",1.0,0.0,0.0,100.0,cessna180
85673,20200416X45826,Accident,2020-04-16,OH,391239N,0842736W,Non-Fatal,Substantial,beech,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,,,1.0,0.0,0.0,100.0,beech36
85674,20200420X14025,Accident,2020-04-16,OK,362153N,0097404W,Non-Fatal,Substantial,cessna,1.0,Reciprocating,Instructional,0.0,0.0,0.0,3.0,VMC,,"The flight instructor's delayed remedial action during a power-off approach and go-around in gusting wind conditions, which resulted in a hard landing, loss of directional control, and a runway excursion onto a field.

",3.0,0.0,0.0,100.0,cessna172
85680,20200508X02625,Accident,2020-04-18,IL,035335S,0044298W,Fatal,Destroyed,piper,,,,1.0,0.0,0.0,0.0,Unk,,,1.0,1.0,100.0,0.0,piperPA25
85681,20200419X63035,Accident,2020-04-19,CA,335331N,0117365W,Non-Fatal,Substantial,cessna,1.0,Reciprocating,Personal,0.0,0.0,2.0,0.0,VMC,,,2.0,2.0,0.0,0.0,cessna152
85684,20200419X13127,Accident,2020-04-20,WA,464623N,1202626W,Non-Fatal,Substantial,cessna,1.0,Reciprocating,Personal,0.0,2.0,0.0,0.0,VMC,,"The pilot's failure to attain sufficient altitude during a go-around, which resulted in impact with hilly terrain.",2.0,2.0,100.0,0.0,cessna172
85687,20200421X70447,Accident,2020-04-20,NY,042423N,0785453W,Non-Fatal,Substantial,cessna,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,,"The pilot's improper decision to land on unsuitable terrain, which resulted in a nose-over.",1.0,0.0,0.0,100.0,cessna150
85695,20200423X91852,Accident,2020-04-22,TX,325552N,0972442W,Non-Fatal,Substantial,cessna,1.0,Reciprocating,Positioning,0.0,0.0,0.0,1.0,VMC,,"The student pilots failure to maintain a stabilized approach and the flight instructor's delayed remedial action to initiate a go-around, which resulted in a runway overrun and impact with runway lights and fences.
",1.0,0.0,0.0,100.0,cessna172
85702,20200425X44436,Accident,2020-04-24,NV,040322N,1142450W,Fatal,Destroyed,beech,,,Personal,3.0,0.0,0.0,0.0,,,,3.0,3.0,100.0,0.0,beech35
85705,20200425X65834,Accident,2020-04-25,UT,405150N,1115539W,Non-Fatal,Substantial,piper,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC,,"The pilot's failure to maintain directional control during the landing roll in gusting wind conditions, which resulted in a roll-over.",1.0,1.0,100.0,0.0,piperPA18
85706,20200427X62351,Accident,2020-04-25,VT,445523N,0724514W,Non-Fatal,Substantial,aeronca,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,,"The pilot's improper decision to land on unsuitable terrain, which resulted in a nose-over.",1.0,0.0,0.0,100.0,aeronca7AC
85707,20200427X62554,Accident,2020-04-25,NY,405734N,0072156W,Non-Fatal,Substantial,piper,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,,,3.0,0.0,0.0,100.0,piperPA28
85712,20200428X34430,Accident,2020-04-28,TX,029524N,0981633W,Non-Fatal,Substantial,cessna,1.0,Reciprocating,Personal,0.0,1.0,0.0,1.0,IMC,,"The pilot's inadequate preflight inspection and fuel planning, which resulted in the loss of engine power due to fuel exhaustion.",2.0,1.0,50.0,50.0,cessnaT210
85713,20200430X54513,Accident,2020-04-28,CO,040949N,0105944W,Non-Fatal,Substantial,piper,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,,The pilot's loss of control during a go around.,1.0,0.0,0.0,100.0,piperPA28
85715,20200429X05114,Accident,2020-04-29,CA,381146N,1211456W,Non-Fatal,Substantial,cessna,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC,,,1.0,1.0,100.0,0.0,cessna177
85716,20200430X12813,Accident,2020-04-30,MN,451744N,0931025W,Non-Fatal,Substantial,cessna,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC,,"The pilot's inadvertent extension of the landing gear and his subsequent water landing with the wheels extended.
",1.0,1.0,100.0,0.0,cessnaA185
85717,20200430X75227,Accident,2020-04-30,CA,033375N,1165156W,Fatal,Substantial,piper,2.0,Reciprocating,Other Work Use,1.0,0.0,0.0,0.0,VMC,,,1.0,1.0,100.0,0.0,piperPA-23-250
85722,20200502X44206,Accident,2020-05-02,CA,365025N,1195210W,Non-Fatal,Substantial,cessna,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,,,,1.0,1.0,100.0,0.0,cessna172
85734,20200507X14300,Accident,2020-05-06,UT,037210N,1101348W,Non-Fatal,Substantial,cessna,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,,"The pilot's failure to maintain directional control during the takeoff roll, which resulted in a runway excursion and ground-loop.  
",2.0,0.0,0.0,100.0,cessna180
85736,20200507X40215,Accident,2020-05-06,LA,001545N,0904817E,Fatal,Destroyed,cessna,1.0,Reciprocating,,3.0,0.0,0.0,0.0,,,,3.0,3.0,100.0,0.0,cessna182
85738,20200507X72458,Accident,2020-05-06,CA,334545N,0117137W,Non-Fatal,Substantial,cessna,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,,The pilot's diverted attention while taxing which resulted in his failure to maintain clearance from the skip loader during taxi.,1.0,0.0,0.0,100.0,cessna182
85739,20200519X95021,Accident,2020-05-06,AK,613713N,1485850W,Non-Fatal,Substantial,cessna,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,,"The pilots decision to attempt to "" water ski"" atop a remote river in a wheel-equipped airplane, resulting in a loss of control and a nose over. ",1.0,0.0,0.0,100.0,cessna185
85740,20200507X73856,Accident,2020-05-07,TX,323146N,0097199W,Fatal,Destroyed,cessna,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC,,The loss of engine power due to fuel starvation.,1.0,1.0,100.0,0.0,cessnaT210L
85751,20200512X25803,Accident,2020-05-11,TN,035338N,0863350W,Non-Fatal,Substantial,piper,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,,The pilot's failure to maintain directional control during landing in gusting crosswind conditions.,1.0,0.0,0.0,100.0,piperPA22
85756,20200512X95116,Accident,2020-05-12,FL,255935N,0801741W,Fatal,Substantial,piper,2.0,Reciprocating,Instructional,1.0,0.0,1.0,0.0,VMC,,,2.0,2.0,50.0,0.0,piperPA34
85757,20200513X31336,Accident,2020-05-13,AZ,033418N,0112356W,Non-Fatal,Substantial,mooney,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,,,2.0,0.0,0.0,100.0,mooneyM20J
85759,20200514X94757,Accident,2020-05-14,AZ,032155N,1104220W,Non-Fatal,Substantial,cessna,1.0,Reciprocating,Aerial Observation,0.0,0.0,0.0,1.0,VMC,,,1.0,0.0,0.0,100.0,cessna172
85760,20200515X12520,Accident,2020-05-15,AK,070447N,1534416W,Fatal,Substantial,cessna,1.0,Reciprocating,,1.0,0.0,1.0,0.0,Unk,,,2.0,2.0,50.0,0.0,cessnaA185
85767,20200518X22242,Accident,2020-05-15,IL,040274N,0904727W,Non-Fatal,Substantial,cessna,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC,,The pilot's inadequate preflight of the fuel quantity which resulted in a loss of engine power due to fuel starvation during cruise flight.,1.0,1.0,0.0,0.0,cessna172
85769,20200518X92356,Accident,2020-05-15,IL,394215N,0089432W,Non-Fatal,Substantial,cessna,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,IMC,,"The pilot's decision to continue flight in instrument meteorological conditions in an airplane not equipped for instrument flight, which forced her to perform a precautionary landing to a muddy field resulting in the airplane nosing over.",2.0,0.0,0.0,100.0,cessna120
85774,20200518X05038,Accident,2020-05-16,AK,615758N,1511143W,Non-Fatal,Substantial,piper,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,,"The pilot's failure to maintain directional control during the landing roll, which resulted in a ground loop.",1.0,0.0,0.0,100.0,piperPA18
85777,20200517X70502,Accident,2020-05-17,OR,454025N,1215326W,Non-Fatal,Substantial,beech,,Reciprocating,Personal,0.0,1.0,0.0,1.0,VMC,,,2.0,1.0,50.0,50.0,beech35
85778,20200518X11141,Accident,2020-05-17,MT,047537N,0109122W,Non-Fatal,Substantial,cessna,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,,An inadequate flare that resulted in a bounced landing and the pilot's subsequent delayed decision to go-around that did not allow for sufficient clearance from trees when the airplane was affected by a gusting wind.,3.0,0.0,0.0,100.0,cessna185
85784,20200521X63755,Accident,2020-05-19,CA,343415N,1171945W,Non-Fatal,Substantial,boeing,,,,0.0,0.0,0.0,95.0,VMC,,,95.0,0.0,0.0,100.0,boeing737
85790,20200526X14853,Accident,2020-05-21,LA,293359N,0903938W,Non-Fatal,Substantial,cessna,1.0,Reciprocating,Aerial Observation,0.0,0.0,0.0,2.0,VMC,,The pilot's failure to maintain adequate clearance from a ground obstacle during landing.,2.0,0.0,0.0,100.0,cessna172
85795,20200522X65053,Accident,2020-05-22,MO,003650N,0894945W,Non-Fatal,Substantial,piper,,,Personal,0.0,0.0,0.0,2.0,,,,2.0,0.0,0.0,100.0,piperPA28
85797,20200526X95402,Accident,2020-05-22,MI,425616N,0085322W,Non-Fatal,Substantial,cessna,1.0,Reciprocating,Flight Test,0.0,0.0,0.0,2.0,VMC,,The pilot's failure to maintain directional control during landing. Contributing was the pilot getting his shoe caught in the rudder pedal.,2.0,0.0,0.0,100.0,cessna182
85799,20200523X75238,Accident,2020-05-23,LA,305550N,0921045W,Non-Fatal,Substantial,air tractor,,Turbo Prop,Aerial Application,0.0,1.0,0.0,0.0,VMC,,The pilot's failure to maintain directional control during takeoff.,1.0,1.0,100.0,0.0,air tractorAT502
85802,20200601X73939,Accident,2020-05-24,AK,621124N,1445233W,Non-Fatal,Substantial,cessna,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,,"The pilot's failure to maintain proper airspeed during final approach to landing, and his subsequent failure to attain sufficient altitude to clear trees during an attempted go-around. 
 
",1.0,0.0,0.0,100.0,cessna120
85805,20200526X30638,Accident,2020-05-26,WI,441523N,0883112W,Non-Fatal,Substantial,cessna,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,,The pilot's loss of control while landing a tailwheel airplane.,1.0,0.0,0.0,100.0,cessna140
85808,20200526X62535,Accident,2020-05-26,VA,036423N,0078541W,Non-Fatal,Substantial,piper,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,,,1.0,0.0,0.0,100.0,piperPA24
85810,20200529X05916,Accident,2020-05-27,NY,,,Fatal,Destroyed,cessna,,,,1.0,0.0,0.0,0.0,,,,1.0,1.0,100.0,0.0,cessna150
85813,20200528X63937,Accident,2020-05-28,KY,374857N,0855753W,Non-Fatal,Substantial,champion,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,,Aircraft control was not maintained during initial climb with gusting wind that resulted in a collision with power lines and the terrain.,2.0,0.0,0.0,100.0,champion7ECA
85814,20200601X51621,Accident,2020-05-28,AK,060320N,0150466W,Non-Fatal,Substantial,piper,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC,,"The pilot's failure to maintain directional control during takeoff in gusting wind conditions, which resulted in a runway excursion and collision with trees.",1.0,1.0,100.0,0.0,piperPA18
85819,20200601X92543,Accident,2020-05-29,CA,391758N,1221120W,Non-Fatal,Substantial,grumman,1.0,Reciprocating,Aerial Application,0.0,0.0,0.0,1.0,VMC,,"The pilot's delayed decision to abort the takeoff when the airplane was not attaining sufficient airspeed for takeoff and subsequently departed the end of the runway and collided with terrain. Contributing to the accident was the pilot's inadequate preflight preparation and planning and decision to takeoff with a tailwind.
",1.0,0.0,0.0,100.0,grummanG164
85821,20200601X55055,Accident,2020-05-30,AK,612443N,1503549W,Non-Fatal,Substantial,cessna,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,,"The pilots failure to maintain a proper descent rate during landing in gusting wind conditions, which resulted in a hard landing.",1.0,0.0,0.0,100.0,cessna182
85824,20200531X64139,Accident,2020-05-31,LA,312054N,0092264W,Fatal,Substantial,piper,1.0,Reciprocating,Personal,2.0,0.0,1.0,0.0,VMC,,,3.0,3.0,66.66666666666666,0.0,piperPA28
85825,20200531X70853,Accident,2020-05-31,AR,362055N,0923325W,Non-Fatal,Substantial,cessna,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,,The pilots failure to maintain control of the airplane during the takeoff.,1.0,0.0,0.0,100.0,cessna172
85827,20200531X70854,Accident,2020-05-31,TX,323950N,0097539W,Non-Fatal,Substantial,cessna,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,,The pilot's failure to maintain airplane directional control during a gusty crosswind landing.,2.0,0.0,0.0,100.0,cessna152
85829,20200531X82140,Accident,2020-05-31,IL,391430N,0895456W,Fatal,Destroyed,piper,1.0,Reciprocating,Personal,4.0,0.0,0.0,0.0,VMC,,,4.0,4.0,100.0,0.0,piperPA28
85833,20201103102232,Accident,2020-05-31,OM,,,Non-Fatal,Substantial,cirrus,,,,0.0,0.0,0.0,2.0,,,,2.0,0.0,0.0,100.0,cirrusSR22
85836,20200601X45921,Accident,2020-06-01,CO,394739N,0104332W,Non-Fatal,Substantial,stinson,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,,The pilots failure to maintain directional control while landing during variable wind conditions.,1.0,0.0,0.0,100.0,stinson108
85838,20200601X50402,Accident,2020-06-01,NY,043154N,0781024W,Non-Fatal,Substantial,beech,1.0,Reciprocating,Positioning,0.0,0.0,0.0,1.0,VMC,,The pilot's failure to extend the landing gear during a precautionary landing after an electrical failure.,1.0,0.0,0.0,100.0,beech36
85840,20200625X74804,Accident,2020-06-01,OK,362315N,0098523W,Non-Fatal,Substantial,mooney,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,,The loss of engine power due to fuel exhaustion and the pilots improper fuel planning before the flight.,1.0,0.0,0.0,100.0,mooneyM20C
85843,20200603X63830,Accident,2020-06-02,AK,060567N,0151580W,Non-Fatal,Substantial,piper,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,,"The pilot's failure to maintain directional control during landing in gusting wind conditions, which resulted in a ground loop.",2.0,0.0,0.0,100.0,piperPA18
85844,20200603X83908,Accident,2020-06-02,NC,036339N,0078471W,Non-Fatal,Substantial,mooney,1.0,Reciprocating,Personal,0.0,1.0,1.0,0.0,VMC,,"The pilots failure to maintain proper airspeed and his exceedance of the airplanes critical angle of attack, which resulted in an aerodynamic stall..",2.0,2.0,50.0,0.0,mooneyM20C
85845,20200604X93607,Accident,2020-06-02,MT,455717N,1122951W,Non-Fatal,Substantial,cessna,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,,The pilot's failure to maintain airplane control during landing in turbulent conditions. ,1.0,0.0,0.0,100.0,cessna170
85847,20200917X71139,Accident,2020-06-02,CE,442723N,0006220E,Non-Fatal,Substantial,cessna,,,,0.0,0.0,0.0,1.0,,,,1.0,0.0,0.0,100.0,cessnaU206
85848,20200921X01412,Accident,2020-06-02,CE,442723N,0006220E,Non-Fatal,Substantial,cessna,,,,0.0,0.0,0.0,1.0,,,,1.0,0.0,0.0,100.0,cessnaU206
85850,20200603X20658,Accident,2020-06-03,TX,275938N,0974914W,Non-Fatal,Substantial,cessna,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC,,"The pilot's failure to maintain airplane control during takeoff from a soft airstrip that resulted in a collision with objects. 

",1.0,1.0,0.0,0.0,cessna182
85852,20200603X74300,Accident,2020-06-03,ND,465514N,0964857W,Non-Fatal,Substantial,piper,1.0,Reciprocating,Instructional,0.0,0.0,0.0,3.0,VMC,,,3.0,0.0,0.0,100.0,piperPA32
85856,20200603X90339,Accident,2020-06-03,NV,361237N,1151144W,Non-Fatal,Substantial,cessna,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,,The student pilot's failure to maintain directional control of the airplane during a soft-field takeoff and the flight instructor's delayed remedial action.,2.0,0.0,0.0,100.0,cessna172
85864,20200604X33444,Accident,2020-06-04,TX,274620N,0097309W,Non-Fatal,Substantial,piper,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,,"The pilot's failure to utilze the emergency landing gear extension procedure after a short-circuit within the normal landing gear system, which resulted in a landing gear collapse during landing.",2.0,0.0,0.0,100.0,piperPA28R
